"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type","query_used","source_group","country_used"
"li-4337482588","linkedin","https://www.linkedin.com/jobs/view/4337482588","","Energy Trading Business Analyst","bp","Budapest, Budapest, Hungary","2025-12-17","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/bp","","","","","","","","","","","","","ETRM","linkedin",""
"li-4343842175","linkedin","https://www.linkedin.com/jobs/view/4343842175","","CTRM Project Manager","BBGC","Singapore, Singapore","2025-12-16","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/bbgcservices","","","","","","","","","","","","","ETRM","linkedin",""
"li-4328000934","linkedin","https://www.linkedin.com/jobs/view/4328000934","","ETRM Business Analyst","Dexian","Houston, TX","2025-12-16","","","","","","",False,"","","","","","","https://www.linkedin.com/company/dexiansolutions","","","","","","","","","","","","","ETRM","linkedin",""
"li-4327980415","linkedin","https://www.linkedin.com/jobs/view/4327980415","","ETRM Customer Success Manager - £50-65k Basic (London)","Bramwith Consulting","London Area, United Kingdom","2025-12-16","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/bramwith-consulting","","","","","","","","","","","","","ETRM","linkedin",""
"li-4344180099","linkedin","https://www.linkedin.com/jobs/view/4344180099","","PowerOptix Product Operator / SME (Power Trading)","Delphi-US, LLC - Peacemakers in the Talent War","Houston, TX","2025-12-16","","","","","","",False,"","","","","","","https://www.linkedin.com/company/delphi-us-llc","","","","","","","","","","","","","ETRM","linkedin",""
"li-4342799358","linkedin","https://www.linkedin.com/jobs/view/4342799358","","Cutover Analyst","Synergy Interactive","","2025-12-16","","","","","","",False,"","","","","","","https://www.linkedin.com/company/synergy-interactive-solutions","","","","","","","","","","","","","ETRM","linkedin",""
"li-4327921649","linkedin","https://www.linkedin.com/jobs/view/4327921649","","Senior Endur Technical Lead (Java / ETRM)","Zeal Solutions Inc","","2025-12-16","","","","","","",False,"","","","","","","https://www.linkedin.com/company/zeal-solutions-inc","","","","","","","","","","","","","ETRM","linkedin",""
"li-4132372761","linkedin","https://www.linkedin.com/jobs/view/4132372761","","Consultant Commodity Trading (all genders) - BCG Platinion","BCG Platinion","Düsseldorf, North Rhine-Westphalia, Germany","2025-12-15","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bcg-platinion","","","","","","","","","","","","","ETRM","linkedin",""
"li-4350182861","linkedin","https://www.linkedin.com/jobs/view/4350182861","","Endur Trading Business Analyst","Anson McCade","London Area, United Kingdom","2025-12-15","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/anson-mccade","","","","","","","","","","","","","ETRM","linkedin",""
"li-4062719523","linkedin","https://www.linkedin.com/jobs/view/4062719523","","Consultant Commodity Trading (all genders) - BCG Platinion","BCG Platinion","Stuttgart, Baden-Württemberg, Germany","2025-12-14","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bcg-platinion","","","","","","","","","","","","","ETRM","linkedin",""
"li-4343721822","linkedin","https://www.linkedin.com/jobs/view/4343721822","","Market Risk Analyst (Oil & Gas / MNC) [002]","Achieve Group","Singapore, Singapore","2025-12-14","","","","","","",False,"","","","","","","https://sg.linkedin.com/company/achieve-group","","","","","","","","","","","","","ETRM","linkedin",""
"li-4343367482","linkedin","https://www.linkedin.com/jobs/view/4343367482","","Project Manager, ETRM & Trading Systems Implementation","TotalEnergies","Houston, TX","2025-12-13","","","","","","",False,"","","","","","","https://fr.linkedin.com/company/totalenergies","","","","","","","","","","","","","ETRM","linkedin",""
"li-4062724092","linkedin","https://www.linkedin.com/jobs/view/4062724092","","Consultant Commodity Trading (all genders) - BCG Platinion","BCG Platinion","Munich, Bavaria, Germany","2025-12-13","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bcg-platinion","","","","","","","","","","","","","ETRM","linkedin",""
"li-4343314231","linkedin","https://www.linkedin.com/jobs/view/4343314231","","Openlink Endur Business Analyst | ETRM BA","RJC Group","Houston, TX","2025-12-12","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/rjc-group-ltd","","","","","","","","","","","","","ETRM","linkedin",""
"li-4335732261","linkedin","https://www.linkedin.com/jobs/view/4335732261","","Head of Trading & Portfolio Management (Exclusive Role)","The Panel","Dublin, County Dublin, Ireland","2025-12-12","","","","","","",False,"","","","","","","https://ie.linkedin.com/company/the-panel","","","","","","","","","","","","","ETRM","linkedin",""
"li-4343353115","linkedin","https://www.linkedin.com/jobs/view/4343353115","","Head of Credit & Market Risk","IPOE Consulting","London Area, United Kingdom","2025-12-12","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/ipoe-consulting","","","","","","","","","","","","","ETRM","linkedin",""
"li-4323652881","linkedin","https://www.linkedin.com/jobs/view/4323652881","","Deal Operations Support – Env","Shell","Singapore, Singapore","2025-12-12","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/shell","","","","","","","","","","","","","ETRM","linkedin",""
"li-4343373082","linkedin","https://www.linkedin.com/jobs/view/4343373082","","Openlink Endur Developer | ETRM Developer","RJC Group","Houston, TX","2025-12-12","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/rjc-group-ltd","","","","","","","","","","","","","ETRM","linkedin",""
"li-4326882001","linkedin","https://www.linkedin.com/jobs/view/4326882001","","Head of Gas","MET Group","İstanbul, Türkiye","2025-12-11","","","","","","",False,"","","","","","","https://ch.linkedin.com/company/met-group","","","","","","","","","","","","","ETRM","linkedin",""
"li-4349469617","linkedin","https://www.linkedin.com/jobs/view/4349469617","","Endur Trading Business Analyst","Anson McCade","London Area, United Kingdom","2025-12-11","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/anson-mccade","","","","","","","","","","","","","ETRM","linkedin",""
"li-4062720569","linkedin","https://www.linkedin.com/jobs/view/4062720569","","Consultant Commodity Trading (all genders) - BCG Platinion","BCG Platinion","Frankfurt, Hesse, Germany","2025-12-11","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bcg-platinion","","","","","","","","","","","","","ETRM","linkedin",""
"li-4322185093","linkedin","https://www.linkedin.com/jobs/view/4322185093","","Application Lead","Tata Consultancy Services","Melbourne, Victoria, Australia","2025-12-11","","","","","","",False,"","","","","","","https://in.linkedin.com/company/tata-consultancy-services","","","","","","","","","","","","","ETRM","linkedin",""
"li-4310997848","linkedin","https://www.linkedin.com/jobs/view/4310997848","","Product Manager - Natural Gas - Energy Trading Risk Management (ETRM)","Hitachi Energy","London, England, UK","2025-12-11","","","","","","",False,"","","","","","","https://ch.linkedin.com/company/hitachienergy","","","","","","","","","","","","","ETRM","linkedin",""
"li-4326990128","linkedin","https://www.linkedin.com/jobs/view/4326990128","","Financial Analyst - Refining Accounting","Korn Ferry","Houston, TX","2025-12-11","","","","","","",False,"","","","","","","https://www.linkedin.com/company/kornferry","","","","","","","","","","","","","ETRM","linkedin",""
"li-4343017268","linkedin","https://www.linkedin.com/jobs/view/4343017268","","Principal - Energy Trading & Risk Management (ETRM)","Infosys Consulting","London, England, UK","2025-12-10","","","","","","",False,"","","","","","","https://in.linkedin.com/company/infosysconsulting","","","","","","","","","","","","","ETRM","linkedin",""
"li-4299570503","linkedin","https://www.linkedin.com/jobs/view/4299570503","","Head of Business Development","Inatech","Houston, TX","2025-12-10","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/inatech","","","","","","","","","","","","","ETRM","linkedin",""
"li-4342927539","linkedin","https://www.linkedin.com/jobs/view/4342927539","","Consultant/Senior Consultant - Energy Trading & Risk Management (ETRM)","Infosys Consulting","London, England, UK","2025-12-10","","","","","","",False,"","","","","","","https://in.linkedin.com/company/infosysconsulting","","","","","","","","","","","","","ETRM","linkedin",""
"li-4335264541","linkedin","https://www.linkedin.com/jobs/view/4335264541","","Head of Trading IT","RJC Group","London Area, United Kingdom","2025-12-10","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/rjc-group-ltd","","","","","","","","","","","","","ETRM","linkedin",""
"li-4336875555","linkedin","https://www.linkedin.com/jobs/view/4336875555","","Head of Portfolio Management US and Asset Class - Vice President","Deutsche Bank","New York, NY","2025-12-10","","","","","","",False,"","","","","","","https://de.linkedin.com/company/deutsche-bank","","","","","","","","","","","","","ETRM","linkedin",""
"li-4349516082","linkedin","https://www.linkedin.com/jobs/view/4349516082","","Trading Business Analyst","Koch","Houston, TX","2025-12-10","","","","","","",False,"","","","","","","https://www.linkedin.com/company/kochinc","","","","","","","","","","","","","ETRM","linkedin",""
"li-4326439316","linkedin","https://www.linkedin.com/jobs/view/4326439316","","Senior QA engineer/Fullremote/Energy Tech Company","G Talent","Tokyo, Tokyo, Japan","2025-12-10","","","","","","",True,"","","","","","","https://jp.linkedin.com/company/bizmates-gtalent","","","","","","","","","","","","","ETRM","linkedin",""
"li-4340993142","linkedin","https://www.linkedin.com/jobs/view/4340993142","","PS| Senior Manager Technology -Etrm","Publicis Sapient","Dubai, Dubai, United Arab Emirates","2025-12-10","","","","","","",False,"","","","","","","https://www.linkedin.com/company/publicissapient","","","","","","","","","","","","","ETRM","linkedin",""
"li-4326496925","linkedin","https://www.linkedin.com/jobs/view/4326496925","","Platform SRE engineer/ Fullremote/Energy Tech Company","G Talent","Tokyo, Tokyo, Japan","2025-12-10","","","","","","",True,"","","","","","","https://jp.linkedin.com/company/bizmates-gtalent","","","","","","","","","","","","","ETRM","linkedin",""
