"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type","query_used","source_group","country_used"
"li-4362091481","linkedin","https://www.linkedin.com/jobs/view/4362091481","","Energy Trading & Risk, Allegro Consultant/Manager","Accenture","Albany, New York Metropolitan Area","2026-01-20","","","","","","",False,"","","","","","","https://ie.linkedin.com/company/accenture","","","","","","","","","","","","","ETRM","linkedin",""
"li-4364230373","linkedin","https://www.linkedin.com/jobs/view/4364230373","","OUTSIDE IR35 TECHNICAL ETRM OIL BUSINESS ANALYST ENERGY TRADING LONDON in London GBR","Energy Trading Ireland","London, England, UK","2026-01-18","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/energytradingireland","","","","","","","","","","","","","ETRM","linkedin",""
"li-4363876621","linkedin","https://www.linkedin.com/jobs/view/4363876621","","Trading Accountant","Insight Commodities","Greater London, England, UK","2026-01-17","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/insight-recruitment-solutions","","","","","","","","","","","","","ETRM","linkedin",""
"li-4363711836","linkedin","https://www.linkedin.com/jobs/view/4363711836","","Trading Section Head","Enerwave S.A.","Athens, Attiki, Greece","2026-01-16","","","","","","",False,"","","","","","","https://gr.linkedin.com/company/enerwave-s-a","","","","","","","","","","","","","ETRM","linkedin",""
"li-4353474375","linkedin","https://www.linkedin.com/jobs/view/4353474375","","ETRM Sales Manager – New York City or Houston based - $220k + 100% uncapped commission","Bramwith Consulting","New York, NY","2026-01-16","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/bramwith-consulting","","","","","","","","","","","","","ETRM","linkedin",""
"li-4316929854","linkedin","https://www.linkedin.com/jobs/view/4316929854","","Director – Commodity & Energy Trading – US Power Markets","Baringa","Texas, United States","2026-01-16","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/baringa","","","","","","","","","","","","","ETRM","linkedin",""
"li-4353671987","linkedin","https://www.linkedin.com/jobs/view/4353671987","","Business Analyst","Tenth Revolution Group","Tokyo, Japan","2026-01-16","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/tenthrevolution","","","","","","","","","","","","","ETRM","linkedin",""
"li-4322064828","linkedin","https://www.linkedin.com/jobs/view/4322064828","","IED, Electronic Trading Risk Management, Executive Director / Vice President","Morgan Stanley","Hong Kong, Hong Kong SAR","2026-01-16","","","","","","",False,"","","","","","","https://www.linkedin.com/company/morgan-stanley","","","","","","","","","","","","","ETRM","linkedin",""
"li-4364002027","linkedin","https://www.linkedin.com/jobs/view/4364002027","","Financial Reporting and FP&A Analyst","Catalyst Power Holdings LLC","","2026-01-16","","","","","","",False,"","","","","","","https://www.linkedin.com/company/catalyst-power-holdings-llc","","","","","","","","","","","","","ETRM","linkedin",""
"li-4204642047","linkedin","https://www.linkedin.com/jobs/view/4204642047","","Principal Specialist - IT ETRM Systems","Energy Transfer","Houston, TX","2026-01-16","","","","","","",False,"","","","","","","https://www.linkedin.com/company/energy-transfer","","","","","","","","","","","","","ETRM","linkedin",""
"li-4278868174","linkedin","https://www.linkedin.com/jobs/view/4278868174","","Senior Specialist - IT ETRM Apps Dev","Sunoco LP","Houston, TX","2026-01-16","","","","","","",False,"","","","","","","https://www.linkedin.com/company/sunoco-lp","","","","","","","","","","","","","ETRM","linkedin",""
"li-4353243257","linkedin","https://www.linkedin.com/jobs/view/4353243257","","Remote E/CTRM Openlink Endur Consultant – European Market – £100k - £160k Base + 20% Bonus","Bramwith Consulting","Greater London, England, UK","2026-01-15","","","","","","",True,"","","","","","","https://uk.linkedin.com/company/bramwith-consulting","","","","","","","","","","","","","ETRM","linkedin",""
"li-4362319618","linkedin","https://www.linkedin.com/jobs/view/4362319618","","Business Analyst - Intraday","Vallum Associates","Greater London, England, UK","2026-01-15","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/vallum-associates-limited","","","","","","","","","","","","","ETRM","linkedin",""
"li-4062723454","linkedin","https://www.linkedin.com/jobs/view/4062723454","","Consultant Commodity Trading (all genders) - BCG Platinion","BCG Platinion","Cologne, North Rhine-Westphalia, Germany","2026-01-15","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bcg-platinion","","","","","","","","","","","","","ETRM","linkedin",""
"li-4353133320","linkedin","https://www.linkedin.com/jobs/view/4353133320","","Manager - Energy and Commodity Risk Management","KPMG Australia","Melbourne, Victoria, Australia","2026-01-14","","","","","","",False,"","","","","","","https://au.linkedin.com/company/kpmg-australia","","","","","","","","","","","","","ETRM","linkedin",""
"li-4361644256","linkedin","https://www.linkedin.com/jobs/view/4361644256","","Manager - Energy and Commodity Risk Management","KPMG Australia","Sydney, New South Wales, Australia","2026-01-14","","","","","","",False,"","","","","","","https://au.linkedin.com/company/kpmg-australia","","","","","","","","","","","","","ETRM","linkedin",""
"li-4361517805","linkedin","https://www.linkedin.com/jobs/view/4361517805","","Integration Architect  [ETRM | Azure]","ECI Group","Houston, TX","2026-01-14","","","","","","",False,"","","","","","","https://www.linkedin.com/company/eci-group","","","","","","","","","","","","","ETRM","linkedin",""
"li-4344400955","linkedin","https://www.linkedin.com/jobs/view/4344400955","","Information Technology Program Manager","RJC Group","London Area, United Kingdom","2026-01-13","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/rjc-group-ltd","","","","","","","","","","","","","ETRM","linkedin",""
"li-4344180242","linkedin","https://www.linkedin.com/jobs/view/4344180242","","Front Office Application Support – ETRM","Talan","Houston, TX","2026-01-13","","","","","","",False,"","","","","","","https://fr.linkedin.com/company/talan","","","","","","","","","","","","","ETRM","linkedin",""
"li-4354798709","linkedin","https://www.linkedin.com/jobs/view/4354798709","","Director Crude and Feedstocks","PBF Energy","Parsippany, NJ","2026-01-13","","","","","","",False,"","","","","","","https://www.linkedin.com/company/pbf-energy","","","","","","","","","","","","","ETRM","linkedin",""
"li-4361280954","linkedin","https://www.linkedin.com/jobs/view/4361280954","","Gas Trader","PETRONAS Canada","Calgary, Alberta, Canada","2026-01-13","","","","","","",False,"","","","","","","https://ca.linkedin.com/company/petronas-canada","","","","","","","","","","","","","ETRM","linkedin",""
"li-4361267458","linkedin","https://www.linkedin.com/jobs/view/4361267458","","Senior Consultant / Manager (m/w/d) - Beschaffung / Energiehandel","m3 management consulting GmbH","Frankfurt, Hesse, Germany","2026-01-13","","","","","","",False,"","","","","","","https://de.linkedin.com/company/m3-management-consulting-gmbh","","","","","","","","","","","","","ETRM","linkedin",""
"li-4345742261","linkedin","https://www.linkedin.com/jobs/view/4345742261","","ETRM Technical Business Analyst","Airswift","Houston, TX","2026-01-12","","","","","","",False,"","","","","","","https://www.linkedin.com/company/airswift","","","","","","","","","","","","","ETRM","linkedin",""
"li-4360775121","linkedin","https://www.linkedin.com/jobs/view/4360775121","","Head of Portfolio Management US and Asset Class - Vice President","Deutsche Bank","New York, NY","2026-01-12","","","","","","",False,"","","","","","","https://de.linkedin.com/company/deutsche-bank","","","","","","","","","","","","","ETRM","linkedin",""
"li-4345366997","linkedin","https://www.linkedin.com/jobs/view/4345366997","","Sales Engineer - ETRM","Orchestrade","London Area, United Kingdom","2026-01-12","","","","","","",False,"","","","","","","https://www.linkedin.com/company/orchestrade","","","","","","","","","","","","","ETRM","linkedin",""
"li-4334847308","linkedin","https://www.linkedin.com/jobs/view/4334847308","","ETRM Project Lead","Capco","New York, NY","2026-01-11","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/capco","","","","","","","","","","","","","ETRM","linkedin",""
"li-4352375923","linkedin","https://www.linkedin.com/jobs/view/4352375923","","15 x Endur Functional & Technical Consultants through to Architect / Director – Contract or Perm - Based from anywhere in the US","Bramwith Consulting","Houston, TX","2026-01-10","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/bramwith-consulting","","","","","","","","","","","","","ETRM","linkedin",""
"li-4359408945","linkedin","https://www.linkedin.com/jobs/view/4359408945","","Business Analyst","Vallum Associates","London Area, United Kingdom","2026-01-09","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/vallum-associates-limited","","","","","","","","","","","","","ETRM","linkedin",""
