"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type","query_used","source_group","country_used"
"li-4360700000","linkedin","https://www.linkedin.com/jobs/view/4360700000","","OUTSIDE IR35 TECHNICAL ETRM OIL BUSINESS ANALYST ENERGY TRADING LONDON in London GBR","Energy Trading Ireland","London, England, UK","2026-01-11","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/energytradingireland","","","","","","","","","","","","","ETRM","linkedin",""
"li-4334847308","linkedin","https://www.linkedin.com/jobs/view/4334847308","","ETRM Project Lead","Capco","New York, NY","2026-01-11","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/capco","","","","","","","","","","","","","ETRM","linkedin",""
"li-4278868174","linkedin","https://www.linkedin.com/jobs/view/4278868174","","Senior Specialist - IT ETRM Apps Dev","Sunoco LP","Houston, TX","2026-01-11","","","","","","",False,"","","","","","","https://www.linkedin.com/company/sunoco-lp","","","","","","","","","","","","","ETRM","linkedin",""
"li-4352345902","linkedin","https://www.linkedin.com/jobs/view/4352345902","","Business Analyst","bp","Houston, TX","2026-01-10","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/bp","","","","","","","","","","","","","ETRM","linkedin",""
"li-4328143498","linkedin","https://www.linkedin.com/jobs/view/4328143498","","Endur Trading Business Analyst","Accenture UK & Ireland","London, England, UK","2026-01-10","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/accenture-uk-ireland","","","","","","","","","","","","","ETRM","linkedin",""
"li-4359408945","linkedin","https://www.linkedin.com/jobs/view/4359408945","","Business Analyst","Vallum Associates","London Area, United Kingdom","2026-01-09","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/vallum-associates-limited","","","","","","","","","","","","","ETRM","linkedin",""
"li-4352200914","linkedin","https://www.linkedin.com/jobs/view/4352200914","","Bilingual - Business Analyst- financial services.","Tenth Revolution Group","Tokyo, Japan","2026-01-09","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/tenthrevolution","","","","","","","","","","","","","ETRM","linkedin",""
"li-4359626909","linkedin","https://www.linkedin.com/jobs/view/4359626909","","Solutions Architect - Trading & Supply","Motion Recruitment","Houston, TX","2026-01-09","","","","","","",False,"","","","","","","https://www.linkedin.com/company/motion-recruitment-partners","","","","","","","","","","","","","ETRM","linkedin",""
"li-4352101307","linkedin","https://www.linkedin.com/jobs/view/4352101307","","Remote E/CTRM Openlink Endur Consultant – European Market – £100k - £160k Base + 20% Bonus","Bramwith Consulting","Greater London, England, UK","2026-01-08","","","","","","",True,"","","","","","","https://uk.linkedin.com/company/bramwith-consulting","","","","","","","","","","","","","ETRM","linkedin",""
"li-4352130585","linkedin","https://www.linkedin.com/jobs/view/4352130585","","ETRM Hands-on VP of Sales – London, NYC or Houston based - £160k / $220k + 100% uncapped commission","Bramwith Consulting","Houston, TX","2026-01-08","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/bramwith-consulting","","","","","","","","","","","","","ETRM","linkedin",""
"li-4352071037","linkedin","https://www.linkedin.com/jobs/view/4352071037","","ETRM Business Analyst | Power | £800/Day OUTside IR35 | Energy Trading – 6 months rolling | Hybrid","VirtueTech Recruitment Group","London Area, United Kingdom","2026-01-08","","","","","","",False,"","","","","","","https://www.linkedin.com/company/virtuetech-recruitment-group","","","","","","","","","","","","","ETRM","linkedin",""
"li-4358576439","linkedin","https://www.linkedin.com/jobs/view/4358576439","","Senior Commercial & Shipping Specialist","D.TRADING","Baar, Zug, Switzerland","2026-01-08","","","","","","",False,"","","","","","","https://ch.linkedin.com/company/dtrading","","","","","","","","","","","","","ETRM","linkedin",""
"li-4352040305","linkedin","https://www.linkedin.com/jobs/view/4352040305","","Product Manager","Intec Select","Singapore, Singapore","2026-01-08","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/intec-select","","","","","","","","","","","","","ETRM","linkedin",""
"li-4335264541","linkedin","https://www.linkedin.com/jobs/view/4335264541","","Head of Trading IT","RJC Group","London Area, United Kingdom","2026-01-08","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/rjc-group-ltd","","","","","","","","","","","","","ETRM","linkedin",""
"li-4352141371","linkedin","https://www.linkedin.com/jobs/view/4352141371","","Information Technology Business Analyst","Aubay UK","","2026-01-08","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/aubay-uk","","","","","","","","","","","","","ETRM","linkedin",""
"li-4351659330","linkedin","https://www.linkedin.com/jobs/view/4351659330","","Trading Operator (LNG) - Energy Company","Kerry Consulting","Singapore, Singapore","2026-01-08","","","","","","",False,"","","","","","","https://sg.linkedin.com/company/kerry-consulting","","","","","","","","","","","","","ETRM","linkedin",""
"li-4352021507","linkedin","https://www.linkedin.com/jobs/view/4352021507","","Oil & Gas Financial Analyst III","RigUp","Houston, TX","2026-01-08","","","","","","",False,"","","","","","","https://www.linkedin.com/company/rigup","","","","","","","","","","","","","ETRM","linkedin",""
"li-4358992574","linkedin","https://www.linkedin.com/jobs/view/4358992574","","Contract Management Specialist","D.TRADING","Zagreb, Croatia","2026-01-08","","","","","","",False,"","","","","","","https://ch.linkedin.com/company/dtrading","","","","","","","","","","","","","ETRM","linkedin",""
"li-4330827219","linkedin","https://www.linkedin.com/jobs/view/4330827219","","Risk Management Specialist","Nityo Infotech","Singapore, Singapore","2026-01-08","","","","","","",False,"","","","","","","https://www.linkedin.com/company/nityo-infotech","","","","","","","","","","","","","ETRM","linkedin",""
"li-4337970609","linkedin","https://www.linkedin.com/jobs/view/4337970609","","Junior Sales Manager","capSpire","London Area, United Kingdom","2026-01-08","","","","","","",False,"","","","","","","https://www.linkedin.com/company/capspire","","","","","","","","","","","","","ETRM","linkedin",""
"li-4352081828","linkedin","https://www.linkedin.com/jobs/view/4352081828","","Solution Architect","Eaglecliff Recruitment","London Area, United Kingdom","2026-01-08","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/eaglecliff-recruitment","","","","","","","","","","","","","ETRM","linkedin",""
"li-4330848001","linkedin","https://www.linkedin.com/jobs/view/4330848001","","Consultant - Functional - ETRM","Value Creed","Hyderabad, Telangana, India","2026-01-08","","","","","","",False,"","","","","","","https://www.linkedin.com/company/value-creed-llc","","","","","","","","","","","","","ETRM","linkedin",""
"li-4358328391","linkedin","https://www.linkedin.com/jobs/view/4358328391","","IT Business Analyst III - ETRM","OmniForce Solutions","Houston, TX","2026-01-07","","","","","","",False,"","","","","","","https://www.linkedin.com/company/omniforce-solutions","","","","","","","","","","","","","ETRM","linkedin",""
"li-4358501782","linkedin","https://www.linkedin.com/jobs/view/4358501782","","Regional Head Compliance (1827)","aramco","","2026-01-07","","","","","","",False,"","","","","","","https://sa.linkedin.com/company/aramco","","","","","","","","","","","","","ETRM","linkedin",""
"li-4342612913","linkedin","https://www.linkedin.com/jobs/view/4342612913","","Commercial Risk Analyst - Oil Trading","Richard James Recruitment Specialists Ltd","London Area, United Kingdom","2026-01-06","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/richard-james-recruitment-specialists-ltd","","","","","","","","","","","","","ETRM","linkedin",""
"li-4327806742","linkedin","https://www.linkedin.com/jobs/view/4327806742","","PowerBI, PowerApps Consultant","Delphi-US, LLC - Peacemakers in the Talent War","Houston, TX","2026-01-06","","","","","","",False,"","","","","","","https://www.linkedin.com/company/delphi-us-llc","","","","","","","","","","","","","ETRM","linkedin",""
"li-4351360099","linkedin","https://www.linkedin.com/jobs/view/4351360099","","Delivery Manager (Gibraltar Relocation)","X4 Technology","","2026-01-06","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/x4-technology","","","","","","","","","","","","","ETRM","linkedin",""
"li-4346538132","linkedin","https://www.linkedin.com/jobs/view/4346538132","","Application Manager ETRM (80-100%)","Dubs & Partner Recruitment","","2026-01-05","","","","","","",False,"","","","","","","https://ch.linkedin.com/company/dubs-&-partner-recruitment","","","","","","","","","","","","","ETRM","linkedin",""
"li-4351184063","linkedin","https://www.linkedin.com/jobs/view/4351184063","","Senior Business Analyst – ETRM (LNG & Energy Trading)","Infosys","Federal Territory of Kuala Lumpur, Malaysia","2026-01-05","","","","","","",False,"","","","","","","https://in.linkedin.com/company/infosys","","","","","","","","","","","","","ETRM","linkedin",""
"li-4351233203","linkedin","https://www.linkedin.com/jobs/view/4351233203","","Program Manager – ETRM (Energy Trading Systems)","Infosys","Federal Territory of Kuala Lumpur, Malaysia","2026-01-05","","","","","","",False,"","","","","","","https://in.linkedin.com/company/infosys","","","","","","","","","","","","","ETRM","linkedin",""
"li-4279445925","linkedin","https://www.linkedin.com/jobs/view/4279445925","","Managing Consultants - Endur Functional","capSpire","Berlin, Germany","2026-01-05","","","","","","",False,"","","","","","","https://www.linkedin.com/company/capspire","","","","","","","","","","","","","ETRM","linkedin",""
"li-4343367482","linkedin","https://www.linkedin.com/jobs/view/4343367482","","Project Manager, ETRM & Trading Systems Implementation","TotalEnergies","Houston, TX","2026-01-03","","","","","","",False,"","","","","","","https://fr.linkedin.com/company/totalenergies","","","","","","","","","","","","","ETRM","linkedin",""
"li-4351034453","linkedin","https://www.linkedin.com/jobs/view/4351034453","","Enterprise Architect (ETRM)","X4 Technology","London Area, United Kingdom","2026-01-02","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/x4-technology","","","","","","","","","","","","","ETRM","linkedin",""
"li-4062720569","linkedin","https://www.linkedin.com/jobs/view/4062720569","","Consultant Commodity Trading (all genders) - BCG Platinion","BCG Platinion","Frankfurt, Hesse, Germany","2026-01-02","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bcg-platinion","","","","","","","","","","","","","ETRM","linkedin",""
"li-4349332645","linkedin","https://www.linkedin.com/jobs/view/4349332645","","Oil Operator","Javelin Global Commodities","Singapore, Singapore","2026-01-02","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/javelin-global-commodities","","","","","","","","","","","","","ETRM","linkedin",""
"li-4310987922","linkedin","https://www.linkedin.com/jobs/view/4310987922","","Product Manager - Natural Gas - Energy Trading Risk Management (ETRM)","Hitachi Energy","Birmingham, England, UK","2026-01-02","","","","","","",False,"","","","","","","https://ch.linkedin.com/company/hitachienergy","","","","","","","","","","","","","ETRM","linkedin",""
"li-4175189121","linkedin","https://www.linkedin.com/jobs/view/4175189121","","Director Crude and Feedstocks","PBF Energy","Parsippany, NJ","2026-01-02","","","","","","",False,"","","","","","","https://www.linkedin.com/company/pbf-energy","","","","","","","","","","","","","ETRM","linkedin",""
"li-4299570503","linkedin","https://www.linkedin.com/jobs/view/4299570503","","Head of Business Development","Inatech","Houston, TX","2026-01-01","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/inatech","","","","","","","","","","","","","ETRM","linkedin",""
"li-4336875555","linkedin","https://www.linkedin.com/jobs/view/4336875555","","Head of Portfolio Management US and Asset Class - Vice President","Deutsche Bank","New York, NY","2026-01-01","","","","","","",False,"","","","","","","https://de.linkedin.com/company/deutsche-bank","","","","","","","","","","","","","ETRM","linkedin",""
"li-4336853435","linkedin","https://www.linkedin.com/jobs/view/4336853435","","Product Manager Trading Operation Systems (m/f/d)","EnBW Energie Baden-Württemberg AG","Karlsruhe, Baden-Württemberg, Germany","2026-01-01","","","","","","",False,"","","","","","","https://de.linkedin.com/company/enbw","","","","","","","","","","","","","ETRM","linkedin",""
"li-4297964485","linkedin","https://www.linkedin.com/jobs/view/4297964485","","Manager - Platinion - Tech Commodity Trading","Boston Consulting Group (BCG)","London, England, UK","2025-12-25","","","","","","",False,"","","","","","","https://www.linkedin.com/company/boston-consulting-group","","","","","","","","","","","","","ETRM","linkedin",""
"li-4329095930","linkedin","https://www.linkedin.com/jobs/view/4329095930","","Business Analyst | LNG Trading | London","SGI","London Area, United Kingdom","2025-12-24","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/source-group-international","","","","","","","","","","","","","ETRM","linkedin",""
"li-4329094577","linkedin","https://www.linkedin.com/jobs/view/4329094577","","【Applied AI Engineer】Japan's Largest Energy Market Place / Hybrid Work / Japanese N2 level","G Talent","Tokyo, Tokyo, Japan","2025-12-24","","","","","","",False,"","","","","","","https://jp.linkedin.com/company/bizmates-gtalent","","","","","","","","","","","","","ETRM","linkedin",""
"li-4329232531","linkedin","https://www.linkedin.com/jobs/view/4329232531","","【Lead QA Engineer】Japan's Largest Energy Market Place / Hybrid Work / Japanese N2 level","G Talent","Tokyo, Tokyo, Japan","2025-12-24","","","","","","",False,"","","","","","","https://jp.linkedin.com/company/bizmates-gtalent","","","","","","","","","","","","","ETRM","linkedin",""
"li-4329213700","linkedin","https://www.linkedin.com/jobs/view/4329213700","","【Backend Engineer - Golang】Japan's Largest Energy Market Place / Hybrid Work / Japanese N2 level","G Talent","Tokyo, Tokyo, Japan","2025-12-24","","","","","","",False,"","","","","","","https://jp.linkedin.com/company/bizmates-gtalent","","","","","","","","","","","","","ETRM","linkedin",""
"li-4300899901","linkedin","https://www.linkedin.com/jobs/view/4300899901","","Sr. Financial Marketing Analyst","EOG Resources","Houston, TX","2025-12-23","","","","","","",False,"","","","","","","https://www.linkedin.com/company/eog-resources","","","","","","","","","","","","","ETRM","linkedin",""
"li-4328860536","linkedin","https://www.linkedin.com/jobs/view/4328860536","","Gas Trader","repsol","Madrid, Community of Madrid, Spain","2025-12-22","","","","","","",False,"","","","","","","https://es.linkedin.com/company/repsol","","","","","","","","","","","","","ETRM","linkedin",""
"li-4345280105","linkedin","https://www.linkedin.com/jobs/view/4345280105","","Endur BA","RJC Group","Houston, TX","2025-12-19","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/rjc-group-ltd","","","","","","","","","","","","","ETRM","linkedin",""
"li-4347035274","linkedin","https://www.linkedin.com/jobs/view/4347035274","","IT Senior Business Analyst, ETRM","QUANTEAM - North America (RAINBOW PARTNERS Group)","Houston, TX","2025-12-18","","","","","","",False,"","","","","","","https://www.linkedin.com/company/quanteam-north-america","","","","","","","","","","","","","ETRM","linkedin",""
"li-4344431970","linkedin","https://www.linkedin.com/jobs/view/4344431970","","Middle Office Analyst - Commodity Options","Richard James Recruitment Specialists Ltd","London Area, United Kingdom","2025-12-17","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/richard-james-recruitment-specialists-ltd","","","","","","","","","","","","","ETRM","linkedin",""
"li-4343842175","linkedin","https://www.linkedin.com/jobs/view/4343842175","","CTRM Project Manager","BBGC","Singapore, Singapore","2025-12-16","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/bbgcservices","","","","","","","","","","","","","ETRM","linkedin",""
"li-4341183711","linkedin","https://www.linkedin.com/jobs/view/4341183711","","Endur Product SME/ Business Analyst: Greenfield Implementation: World Energy Co","Eaglecliff Recruitment","Greater London, England, UK","2025-12-16","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/eaglecliff-recruitment","","","","","","","","","","","","","ETRM","linkedin",""
"li-4350082846","linkedin","https://www.linkedin.com/jobs/view/4350082846","","Endur trading Business Analyst","Anson McCade","London Area, United Kingdom","2025-12-15","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/anson-mccade","","","","","","","","","","","","","ETRM","linkedin",""
